image_id,source,original_dataset,image_path
runway_fashion_runway_images_refined_86988_jpg.rf.9cbc68ad1f2d5877c4a156e1a73487ac,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86988_jpg.rf.9cbc68ad1f2d5877c4a156e1a73487ac.jpg
runway_fashion_runway_images_refined_22312_jpg.rf.0f319f0c582a0d79898e04e9303de9ea,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/22312_jpg.rf.0f319f0c582a0d79898e04e9303de9ea.jpg
runway_fashion_runway_images_refined_15520_jpg.rf.7aed125f33b42128981b61bcc0e43f62,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/15520_jpg.rf.7aed125f33b42128981b61bcc0e43f62.jpg
runway_fashion_runway_images_refined_86473_jpg.rf.ea26bfdbaea0a8122fe9cf7df3755d14,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86473_jpg.rf.ea26bfdbaea0a8122fe9cf7df3755d14.jpg
runway_fashion_runway_images_refined_86535_jpg.rf.f84347621c696852a9cc404e99f22567,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86535_jpg.rf.f84347621c696852a9cc404e99f22567.jpg
runway_fashion_runway_images_refined_87436_jpg.rf.65eae017689866018382f509fa13768a,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87436_jpg.rf.65eae017689866018382f509fa13768a.jpg
runway_fashion_runway_images_refined_86769_jpg.rf.2bc1cc5b6e9d61011129dbfbeb701204,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86769_jpg.rf.2bc1cc5b6e9d61011129dbfbeb701204.jpg
runway_fashion_runway_images_refined_87319_jpg.rf.d170cee4569c574f9a6f9ec586c04c6a,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87319_jpg.rf.d170cee4569c574f9a6f9ec586c04c6a.jpg
runway_fashion_runway_images_refined_86646_jpg.rf.7fa9174f69ca4acede344fe88cd99ed7,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86646_jpg.rf.7fa9174f69ca4acede344fe88cd99ed7.jpg
runway_fashion_runway_images_refined_87418_jpg.rf.fa5d30ebc9261c800412e51db8169a47,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87418_jpg.rf.fa5d30ebc9261c800412e51db8169a47.jpg
runway_fashion_runway_images_refined_87434_jpg.rf.b516f2149cd8a4d78cb72311a1e38c12,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87434_jpg.rf.b516f2149cd8a4d78cb72311a1e38c12.jpg
runway_fashion_runway_images_refined_87092_jpg.rf.2f3442621540915edb76e07e885ccea0,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87092_jpg.rf.2f3442621540915edb76e07e885ccea0.jpg
runway_fashion_runway_images_refined_16142_jpg.rf.0daf213f048830f9aaab9cb47b4026ab,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/16142_jpg.rf.0daf213f048830f9aaab9cb47b4026ab.jpg
runway_fashion_runway_images_refined_86855_jpg.rf.0841dfffc4cb40241f4401a5a25677b2,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86855_jpg.rf.0841dfffc4cb40241f4401a5a25677b2.jpg
runway_fashion_runway_images_refined_1739_jpg.rf.0172e39984165e0a4d40c48406718fe0,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/1739_jpg.rf.0172e39984165e0a4d40c48406718fe0.jpg
runway_fashion_runway_images_refined_8009_jpg.rf.d7a2fbcbb8fdadc163370ed48a1ab9a6,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/8009_jpg.rf.d7a2fbcbb8fdadc163370ed48a1ab9a6.jpg
runway_fashion_runway_images_refined_87003_jpg.rf.18e19897ac83a1f07ebcae1377f88e27,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87003_jpg.rf.18e19897ac83a1f07ebcae1377f88e27.jpg
runway_fashion_runway_images_refined_22103_jpg.rf.76533361c25a843acf897f233a87d87e,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/22103_jpg.rf.76533361c25a843acf897f233a87d87e.jpg
runway_fashion_runway_images_refined_86990_jpg.rf.6ff33ec76b1a126cdea2f8261489227a,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86990_jpg.rf.6ff33ec76b1a126cdea2f8261489227a.jpg
runway_fashion_runway_images_refined_86547_jpg.rf.8e40edd6aea528f9f1130e66b6c34cfe,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86547_jpg.rf.8e40edd6aea528f9f1130e66b6c34cfe.jpg
runway_fashion_runway_images_refined_87129_jpg.rf.227416fbea5b7029e1aec82c3bdc5f1e,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87129_jpg.rf.227416fbea5b7029e1aec82c3bdc5f1e.jpg
runway_fashion_runway_images_refined_86764_jpg.rf.8d6d83e620a3c683bdc7baa4a60a3789,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86764_jpg.rf.8d6d83e620a3c683bdc7baa4a60a3789.jpg
runway_fashion_runway_images_refined_87334_jpg.rf.d755cb1a08468b5b22a43767b6afe100,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87334_jpg.rf.d755cb1a08468b5b22a43767b6afe100.jpg
runway_fashion_runway_images_refined_22307_jpg.rf.2288839fce6fdd9214002345b4ae9b8b,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/22307_jpg.rf.2288839fce6fdd9214002345b4ae9b8b.jpg
runway_fashion_runway_images_refined_86972_jpg.rf.985dcedd6462627b170537a767d84285,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86972_jpg.rf.985dcedd6462627b170537a767d84285.jpg
runway_fashion_runway_images_refined_87295_jpg.rf.ad23e58acb84019e31415b0dde7c3575,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87295_jpg.rf.ad23e58acb84019e31415b0dde7c3575.jpg
runway_fashion_runway_images_refined_22118_jpg.rf.7d7bb78e4aa28a97b494bcde2d2e53c1,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/22118_jpg.rf.7d7bb78e4aa28a97b494bcde2d2e53c1.jpg
runway_fashion_runway_images_refined_15932_jpg.rf.84e0547f4c5a7082ea975d410c46307b,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/15932_jpg.rf.84e0547f4c5a7082ea975d410c46307b.jpg
runway_fashion_runway_images_refined_22127_jpg.rf.4002ec6dd72e6771f4c14f14cedb8e5a,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/22127_jpg.rf.4002ec6dd72e6771f4c14f14cedb8e5a.jpg
runway_fashion_runway_images_refined_86982_jpg.rf.fbaa173d84c122e9513ba58d85250621,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86982_jpg.rf.fbaa173d84c122e9513ba58d85250621.jpg
runway_fashion_runway_images_refined_87335_jpg.rf.9dd5813a617f47fc363bbe4e75f29f0f,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87335_jpg.rf.9dd5813a617f47fc363bbe4e75f29f0f.jpg
runway_fashion_runway_images_refined_86713_jpg.rf.61d792a3633cbcfcad86ed9aa3142d44,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86713_jpg.rf.61d792a3633cbcfcad86ed9aa3142d44.jpg
runway_fashion_runway_images_refined_22177_jpg.rf.ddc35556f735f6959374a32191353d5a,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/22177_jpg.rf.ddc35556f735f6959374a32191353d5a.jpg
runway_fashion_runway_images_refined_9029_jpg.rf.76f0e4dff714d7e356fdb4dd5408f683,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/9029_jpg.rf.76f0e4dff714d7e356fdb4dd5408f683.jpg
runway_fashion_runway_images_refined_86451_jpg.rf.fe4ca33d1a9c97fbd8a9e09e6bc58dcc,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86451_jpg.rf.fe4ca33d1a9c97fbd8a9e09e6bc58dcc.jpg
runway_fashion_runway_images_refined_22187_jpg.rf.75f3cb13daf2dd3d4f17c3d532d7de01,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/22187_jpg.rf.75f3cb13daf2dd3d4f17c3d532d7de01.jpg
runway_fashion_runway_images_refined_15296_jpg.rf.193dcc17548ddbef5ba397c40686cf11,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/15296_jpg.rf.193dcc17548ddbef5ba397c40686cf11.jpg
runway_fashion_runway_images_refined_15946_jpg.rf.df16b4e09d93d05bd4b1eaa6784428e7,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/15946_jpg.rf.df16b4e09d93d05bd4b1eaa6784428e7.jpg
runway_fashion_runway_images_refined_87083_jpg.rf.5dbf609f43f1dfd69a070196aabb2197,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87083_jpg.rf.5dbf609f43f1dfd69a070196aabb2197.jpg
runway_fashion_runway_images_refined_22327_jpg.rf.2a85876c569be0f44fb8978c24f5e26a,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/22327_jpg.rf.2a85876c569be0f44fb8978c24f5e26a.jpg
runway_fashion_runway_images_refined_15312_jpg.rf.ab51623bade48b26eae83daeee1233e4,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/15312_jpg.rf.ab51623bade48b26eae83daeee1233e4.jpg
runway_fashion_runway_images_refined_16162_jpg.rf.58a865db0d7b0ce66b59bb3a9c66a871,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/16162_jpg.rf.58a865db0d7b0ce66b59bb3a9c66a871.jpg
runway_fashion_runway_images_refined_86767_jpg.rf.07ec5e5e1b089fcc2bbdf85b3d34bac7,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86767_jpg.rf.07ec5e5e1b089fcc2bbdf85b3d34bac7.jpg
runway_fashion_runway_images_refined_87090_jpg.rf.24d5b460c775d107231d7d26f0d272b6,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87090_jpg.rf.24d5b460c775d107231d7d26f0d272b6.jpg
runway_fashion_runway_images_refined_15860_jpg.rf.afded5878d14d44964953acd77be9240,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/15860_jpg.rf.afded5878d14d44964953acd77be9240.jpg
runway_fashion_runway_images_refined_15297_jpg.rf.fc12740b4943df0a91c54c57f492aea9,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/15297_jpg.rf.fc12740b4943df0a91c54c57f492aea9.jpg
runway_fashion_runway_images_refined_86641_jpg.rf.ffcb7ab7fd4a86e776fe77cf82105026,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86641_jpg.rf.ffcb7ab7fd4a86e776fe77cf82105026.jpg
runway_fashion_runway_images_refined_86465_jpg.rf.1bfd424bb05f49f3bcdaa7e43bf87727,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86465_jpg.rf.1bfd424bb05f49f3bcdaa7e43bf87727.jpg
runway_fashion_runway_images_refined_8957_jpg.rf.7a78a419b8b588107c05f9d3b7f52067,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/8957_jpg.rf.7a78a419b8b588107c05f9d3b7f52067.jpg
runway_fashion_runway_images_refined_22280_jpg.rf.3dbc6fb3f34d5a2e31b7117830dc5945,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/22280_jpg.rf.3dbc6fb3f34d5a2e31b7117830dc5945.jpg
runway_fashion_runway_images_refined_87409_jpg.rf.19fa66166bdfe6fd24f459915f0a9c13,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87409_jpg.rf.19fa66166bdfe6fd24f459915f0a9c13.jpg
runway_fashion_runway_images_refined_87480_jpg.rf.060ede6374e1228b7c048a3192790e02,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87480_jpg.rf.060ede6374e1228b7c048a3192790e02.jpg
runway_fashion_runway_images_refined_86562_jpg.rf.acfde8cd1c145fa1db8d2e5cf8fe9120,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86562_jpg.rf.acfde8cd1c145fa1db8d2e5cf8fe9120.jpg
runway_fashion_runway_images_refined_87055_jpg.rf.a64400a01b59704fd98b627e246c4582,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87055_jpg.rf.a64400a01b59704fd98b627e246c4582.jpg
runway_fashion_runway_images_refined_87420_jpg.rf.226671a088a28760cf15db2c14acc8c0,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87420_jpg.rf.226671a088a28760cf15db2c14acc8c0.jpg
runway_fashion_runway_images_refined_87147_jpg.rf.db817de582c9fc78f014c386b1cf1cb4,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87147_jpg.rf.db817de582c9fc78f014c386b1cf1cb4.jpg
runway_fashion_runway_images_refined_22332_jpg.rf.aa322f44b84a6c73710a311c4dd3a244,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/22332_jpg.rf.aa322f44b84a6c73710a311c4dd3a244.jpg
runway_fashion_runway_images_refined_8985_jpg.rf.266f05a97da1627faecf6c114c9ae61c,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/8985_jpg.rf.266f05a97da1627faecf6c114c9ae61c.jpg
runway_fashion_runway_images_refined_86775_jpg.rf.984c210d5fabc8b28171ec1b93d08a15,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86775_jpg.rf.984c210d5fabc8b28171ec1b93d08a15.jpg
runway_fashion_runway_images_refined_9032_jpg.rf.702080e87c626a121d85552343baa263,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/9032_jpg.rf.702080e87c626a121d85552343baa263.jpg
runway_fashion_runway_images_refined_8952_jpg.rf.ae8488b82f35240d5de139f33b0575f0,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/8952_jpg.rf.ae8488b82f35240d5de139f33b0575f0.jpg
runway_fashion_runway_images_refined_16029_jpg.rf.7bd9f84553e2f74d1a9341811e02994b,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/16029_jpg.rf.7bd9f84553e2f74d1a9341811e02994b.jpg
runway_fashion_runway_images_refined_87148_jpg.rf.816e1e1e1d6917d418669058fd55480c,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87148_jpg.rf.816e1e1e1d6917d418669058fd55480c.jpg
runway_fashion_runway_images_refined_9036_jpg.rf.3450185ed38de5da09e59eac1bec6adc,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/9036_jpg.rf.3450185ed38de5da09e59eac1bec6adc.jpg
runway_fashion_runway_images_refined_15303_jpg.rf.4deb2c17cf8b8dfdab3c673ecfaea982,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/15303_jpg.rf.4deb2c17cf8b8dfdab3c673ecfaea982.jpg
runway_fashion_runway_images_refined_87009_jpg.rf.a3e558c7f78ed3d113c8211049adbf72,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87009_jpg.rf.a3e558c7f78ed3d113c8211049adbf72.jpg
runway_fashion_runway_images_refined_15865_jpg.rf.504f163b86ca320f689cdb67044766cd,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/15865_jpg.rf.504f163b86ca320f689cdb67044766cd.jpg
runway_fashion_runway_images_refined_22340_jpg.rf.d4157bbc71b933bfc1dbcdf543e85105,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/22340_jpg.rf.d4157bbc71b933bfc1dbcdf543e85105.jpg
runway_fashion_runway_images_refined_8543_jpg.rf.bc13f7033b7e89bf7ef3ecac7047b643,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/8543_jpg.rf.bc13f7033b7e89bf7ef3ecac7047b643.jpg
runway_fashion_runway_images_refined_997_jpg.rf.cffacd23e04cc2f2987318bc0eb4f4f5,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/997_jpg.rf.cffacd23e04cc2f2987318bc0eb4f4f5.jpg
runway_fashion_runway_images_refined_22321_jpg.rf.b9c2452ec5aae028e9f730a8206bb8a1,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/22321_jpg.rf.b9c2452ec5aae028e9f730a8206bb8a1.jpg
runway_fashion_runway_images_refined_22201_jpg.rf.cf04f5272cf6bd1859070d692a3b01cd,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/22201_jpg.rf.cf04f5272cf6bd1859070d692a3b01cd.jpg
runway_fashion_runway_images_refined_15861_jpg.rf.fcde48b25d5cad12fc05b9006e1d0e93,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/15861_jpg.rf.fcde48b25d5cad12fc05b9006e1d0e93.jpg
runway_fashion_runway_images_refined_87105_jpg.rf.6f92b0f39cce4a5fb9d40e0326bf584e,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87105_jpg.rf.6f92b0f39cce4a5fb9d40e0326bf584e.jpg
runway_fashion_runway_images_refined_15289_jpg.rf.793d5274e0d539755196b9b2db0e6818,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/15289_jpg.rf.793d5274e0d539755196b9b2db0e6818.jpg
runway_fashion_runway_images_refined_16244_jpg.rf.fab2e09cc1cf3048a9abea41ee7055d9,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/16244_jpg.rf.fab2e09cc1cf3048a9abea41ee7055d9.jpg
runway_fashion_runway_images_refined_86742_jpg.rf.4312765c47fdf6b8eafc5fde0cb1658d,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86742_jpg.rf.4312765c47fdf6b8eafc5fde0cb1658d.jpg
runway_fashion_runway_images_refined_22107_jpg.rf.b5fa868bf490936cb001c9c88dc85544,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/22107_jpg.rf.b5fa868bf490936cb001c9c88dc85544.jpg
runway_fashion_runway_images_refined_15918_jpg.rf.c248b26902270e930b54d935745791a4,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/15918_jpg.rf.c248b26902270e930b54d935745791a4.jpg
runway_fashion_runway_images_refined_87541_jpg.rf.3fce1dfe99db378d427fd7adb7b235cc,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87541_jpg.rf.3fce1dfe99db378d427fd7adb7b235cc.jpg
runway_fashion_runway_images_refined_22146_jpg.rf.e47ef4ec145a7a0f5fc151ac4e504866,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/22146_jpg.rf.e47ef4ec145a7a0f5fc151ac4e504866.jpg
runway_fashion_runway_images_refined_22286_jpg.rf.4f947c50976f29eab8a43cc5ba2a715e,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/22286_jpg.rf.4f947c50976f29eab8a43cc5ba2a715e.jpg
runway_fashion_runway_images_refined_8964_jpg.rf.5b2379be1cae4dfe48d03173375f0bf5,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/8964_jpg.rf.5b2379be1cae4dfe48d03173375f0bf5.jpg
runway_fashion_runway_images_refined_86880_jpg.rf.9d64ea6014a1e7ac8e880cd4f944ee34,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86880_jpg.rf.9d64ea6014a1e7ac8e880cd4f944ee34.jpg
runway_fashion_runway_images_refined_8022_jpg.rf.c009257eca0075c61d459a8b92d5cd4a,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/8022_jpg.rf.c009257eca0075c61d459a8b92d5cd4a.jpg
runway_fashion_runway_images_refined_22350_jpg.rf.5d9ced0c9e8d34a396c905a1c5d866db,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/22350_jpg.rf.5d9ced0c9e8d34a396c905a1c5d866db.jpg
runway_fashion_runway_images_refined_86466_jpg.rf.ae9b9e4525d3c43fb8fcbbcad6d7044b,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86466_jpg.rf.ae9b9e4525d3c43fb8fcbbcad6d7044b.jpg
runway_fashion_runway_images_refined_86557_jpg.rf.1737e0dff724413630d28bdcb2c9bc67,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86557_jpg.rf.1737e0dff724413630d28bdcb2c9bc67.jpg
runway_fashion_runway_images_refined_15927_jpg.rf.564b6f707c95587ad0870d89d9058beb,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/15927_jpg.rf.564b6f707c95587ad0870d89d9058beb.jpg
runway_fashion_runway_images_refined_87120_jpg.rf.2c69e4ab483d813030743b15dbb67d28,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87120_jpg.rf.2c69e4ab483d813030743b15dbb67d28.jpg
runway_fashion_runway_images_refined_22290_jpg.rf.4230c9fe015ecf21ae84d4875f8e1574,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/22290_jpg.rf.4230c9fe015ecf21ae84d4875f8e1574.jpg
runway_fashion_runway_images_refined_87463_jpg.rf.abe33bf98bbbafc57b6804360bdf0518,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/87463_jpg.rf.abe33bf98bbbafc57b6804360bdf0518.jpg
runway_fashion_runway_images_refined_22342_jpg.rf.1ed3fceee9656be873b0400c7b591670,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/22342_jpg.rf.1ed3fceee9656be873b0400c7b591670.jpg
runway_fashion_runway_images_refined_86560_jpg.rf.bc9112b5fcdab2a814d2dcc80192badb,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/86560_jpg.rf.bc9112b5fcdab2a814d2dcc80192badb.jpg
runway_fashion_runway_images_refined_15889_jpg.rf.17f9f57911efe32de381c61cc65849e4,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/15889_jpg.rf.17f9f57911efe32de381c61cc65849e4.jpg
runway_fashion_runway_images_refined_15288_jpg.rf.7fb8af0c68c8e5f063b9e8ff14a32bad,runway,fashion_runway_images_refined,data/runway/fashion_runway_images_refined/valid/15288_jpg.rf.7fb8af0c68c8e5f063b9e8ff14a32bad.jpg
